# Species	Genes	Alg.-Conn.	E_billingiae_protein.faa	E_gerundensis_protein.faa	E_persicina_protein.faa	E_pyrifoliae_protein.faa	E_tasmaniensis_protein.faa
5	5	0.949	WP_013200812.1	WP_067428038.1	WP_062747178.1	WP_012667189.1	WP_012440599.1
5	5	0.927	WP_013200813.1	WP_067428040.1	WP_118665867.1	WP_041474092.1	WP_012440600.1
5	5	0.942	WP_013200814.1	WP_067428042.1	WP_062747176.1	WP_012667191.1	WP_012440601.1
5	5	0.919	WP_013200815.1	WP_067428044.1	WP_062747174.1	WP_012667192.1	WP_012440602.1
5	5	0.966	WP_013200756.1	WP_067427959.1	WP_222681689.1	WP_012667098.1	WP_012440503.1
5	5	0.958	WP_013200741.1	WP_225700999.1	WP_062747502.1	WP_012667083.1	WP_012440488.1
5	5	0.96	WP_013200742.1	WP_187485858.1	WP_062747504.1	WP_012667084.1	WP_012440489.1
5	5	0.963	WP_013200743.1	WP_067427935.1	WP_118664639.1	WP_012667085.1	WP_012440490.1
5	5	0.956	WP_013200744.1	WP_187485859.1	WP_118664637.1	WP_012667086.1	WP_012440491.1
5	5	0.92	WP_013200745.1	WP_067427939.1	WP_062747511.1	WP_012667087.1	WP_012440492.1
5	5	0.945	WP_013200746.1	WP_187487603.1	WP_062747513.1	WP_012667088.1	WP_012440493.1
5	5	0.907	WP_013200747.1	WP_225700998.1	WP_062747515.1	WP_012667090.1	WP_012440494.1
5	5	0.963	WP_013200748.1	WP_067427945.1	WP_062747517.1	WP_012667091.1	WP_012440495.1
5	5	0.95	WP_013200749.1	WP_067427946.1	WP_062747519.1	WP_012667092.1	WP_012440496.1
5	5	0.942	WP_013200750.1	WP_067427948.1	WP_118664636.1	WP_012667093.1	WP_012440497.1
5	5	0.976	WP_041691904.1	WP_225700997.1	WP_137269056.1	WP_014538601.1	WP_012440498.1
5	5	0.899	WP_013200752.1	WP_225700996.1	WP_187509297.1	WP_012667095.1	WP_012440499.1
5	5	0.94	WP_013200753.1	WP_067427953.1	WP_062747297.1	WP_012440500.1	WP_012440500.1
5	5	0.952	WP_013200754.1	WP_209500558.1	WP_062747295.1	WP_012667096.1	WP_012440501.1
5	5	0.934	WP_013200755.1	WP_067427957.1	WP_062747293.1	WP_012667097.1	WP_012440502.1
4	4	0.768	WP_013200599.1	WP_067427772.1	*	WP_012666962.1	WP_012440348.1
5	5	0.935	WP_013200758.1	WP_209500554.1	WP_062747289.1	WP_012667100.1	WP_012440505.1
5	5	0.937	WP_013200759.1	WP_067427963.1	WP_062747287.1	WP_012667101.1	WP_012440506.1
5	5	0.925	WP_013200760.1	WP_067427965.1	WP_048914885.1	WP_012667102.1	WP_012440507.1
5	5	0.926	WP_013200761.1	WP_067427967.1	WP_062747285.1	WP_012667103.1	WP_012440508.1
5	5	0.945	WP_013200762.1	WP_067427969.1	WP_062747283.1	WP_012667104.1	WP_012440509.1
5	5	0.692	WP_013200764.1	WP_187485919.1	WP_062747280.1	WP_012667106.1	WP_012440511.1
5	5	0.956	WP_013200765.1	WP_187485865.1	WP_062747277.1	WP_012667107.1	WP_012440512.1
5	5	0.782	WP_013201997.1	WP_067429047.1	WP_062749011.1	WP_011113994.1	WP_012440513.1
5	5	0.889	WP_013201999.1	WP_187488065.1	WP_062748696.1	WP_011114006.1	WP_012440517.1
4	4	0.764	*	WP_067437032.1	WP_222682375.1	WP_012814637.1	WP_012440520.1
5	5	0.407	WP_013200302.1	WP_067436584.1	WP_062748702.1	WP_012814638.1	WP_012440521.1
4	4	0.85	*	WP_225701791.1	WP_187510359.1	WP_011078060.1	WP_012440522.1
4	4	0.872	*	WP_225701956.1	WP_062748708.1	WP_011078079.1	WP_012440523.1
4	4	0.746	WP_013202317.1	WP_225702047.1	WP_062743635.1	*	WP_012440524.1
5	5	0.749	WP_013202274.1	WP_225701144.1	WP_222682354.1	WP_041473957.1	WP_012440525.1
5	5	0.933	WP_013204022.1	WP_209500713.1	WP_062744458.1	WP_012666728.1	WP_012440103.1
5	5	0.895	WP_013204043.1	WP_067427509.1	WP_062744476.1	WP_012666712.1	WP_012440086.1
5	5	0.958	WP_013204042.1	WP_225701090.1	WP_062744475.1	WP_012666713.1	WP_012440087.1
5	5	0.89	WP_013204041.1	WP_173645388.1	WP_062744474.1	WP_012666714.1	WP_012440088.1
5	5	0.962	WP_013204040.1	WP_067427515.1	WP_062744541.1	WP_012666715.1	WP_012440089.1
5	5	0.927	WP_013204039.1	WP_067427517.1	WP_062744473.1	WP_012666716.1	WP_012440090.1
5	5	0.964	WP_013204037.1	WP_067427521.1	WP_062744471.1	WP_012666718.1	WP_012440092.1
5	5	0.93	WP_013204035.1	WP_007886647.1	WP_013204035.1	WP_012666719.1	WP_012440093.1
5	5	0.957	WP_013204034.1	WP_067427526.1	WP_062744469.1	WP_012666720.1	WP_012440095.1
4	4	0.589	WP_013204029.1	WP_187486089.1	WP_062744464.1	*	WP_012440096.1
4	4	0.684	WP_013204028.1	WP_187487781.1	WP_062744463.1	*	WP_012440097.1
5	5	0.908	WP_013204027.1	WP_067427551.1	WP_062744538.1	WP_012666723.1	WP_012440098.1
5	5	0.928	WP_013204026.1	WP_067427553.1	WP_062744462.1	WP_012666724.1	WP_012440099.1
5	5	0.942	WP_013204025.1	WP_067427555.1	WP_062744461.1	WP_012666725.1	WP_012440100.1
5	5	0.95	WP_013204024.1	WP_067427557.1	WP_137269569.1	WP_012666726.1	WP_012440101.1
5	5	0.931	WP_013204023.1	WP_067427559.1	WP_062744459.1	WP_012666727.1	WP_012440102.1
5	5	0.942	WP_013204044.1	WP_225701773.1	WP_062744477.1	WP_012666711.1	WP_012440085.1
5	5	0.933	WP_013204021.1	WP_187487545.1	WP_062744457.1	WP_012666729.1	WP_012440104.1
5	5	0.888	WP_013204019.1	WP_067427564.1	WP_062744456.1	WP_012666730.1	WP_012440105.1
5	5	0.949	WP_013204017.1	WP_067427568.1	WP_062744455.1	WP_012666732.1	WP_012440107.1
5	5	0.966	WP_013204016.1	WP_067427570.1	WP_118665416.1	WP_012666733.1	WP_012440108.1
5	5	0.928	WP_013204015.1	WP_067427572.1	WP_062744453.1	WP_012666734.1	WP_012440109.1
5	5	0.96	WP_013204014.1	WP_067427574.1	WP_062744452.1	WP_012666735.1	WP_012440110.1
5	5	0.922	WP_013204013.1	WP_025903869.1	WP_062744451.1	WP_004155132.1	WP_012440111.1
5	5	0.953	WP_013204012.1	WP_187487546.1	WP_062744450.1	WP_014543110.1	WP_012440112.1
5	5	0.943	WP_013204011.1	WP_067427577.1	WP_062744449.1	WP_012666737.1	WP_012440113.1
5	5	0.923	WP_013204009.1	WP_067427581.1	WP_062744447.1	WP_012666739.1	WP_012440115.1
5	5	0.874	WP_013204005.1	WP_209501250.1	WP_222681900.1	WP_012666740.1	WP_012440116.1
5	5	0.763	WP_041692437.1	WP_225701726.1	WP_062744443.1	WP_012666741.1	WP_012440117.1
5	5	0.885	WP_013204001.1	WP_225701337.1	WP_062744439.1	WP_012666743.1	WP_012440119.1
5	5	0.963	WP_049789676.1	WP_225701338.1	WP_137269565.1	WP_012666744.1	WP_012440120.1
5	5	0.898	WP_013203990.1	WP_067427695.1	WP_062744432.1	WP_012666748.1	WP_012440123.1
5	5	0.939	WP_013204067.1	WP_225701092.1	WP_222682285.1	WP_012666686.1	WP_012440066.1
5	5	0.893	WP_013204087.1	WP_225701096.1	WP_222681894.1	WP_012666665.1	WP_012440048.1
5	5	0.918	WP_013204086.1	WP_067427429.1	WP_062744513.1	WP_012666666.1	WP_012440049.1
5	5	0.922	WP_013204085.1	WP_067427431.1	WP_062744512.1	WP_012666667.1	WP_012440050.1
5	5	0.922	WP_013204084.1	WP_067427433.1	WP_062744511.1	WP_012666668.1	WP_012440051.1
5	5	0.958	WP_013204083.1	WP_187485734.1	WP_062744510.1	WP_012666669.1	WP_012440052.1
5	5	0.898	WP_013204082.1	WP_225701095.1	WP_062744509.1	WP_014538456.1	WP_012440053.1
5	5	0.947	WP_013204081.1	WP_067427442.1	WP_062744508.1	WP_012666671.1	WP_012440054.1
5	5	0.935	WP_013204079.1	WP_187485737.1	WP_062744506.1	WP_012666676.1	WP_012440056.1
5	5	0.96	WP_013204078.1	WP_225701094.1	WP_062744505.1	WP_012666677.1	WP_012440057.1
5	5	0.935	WP_013204077.1	WP_225701774.1	WP_222681895.1	WP_012666678.1	WP_012440058.1
5	5	0.911	WP_013204072.1	WP_067427461.1	WP_062744498.1	WP_012666681.1	WP_012440061.1
5	5	0.925	WP_013204071.1	WP_225701093.1	WP_137269581.1	WP_012666682.1	WP_012440062.1
5	5	0.891	WP_013204070.1	WP_067435080.1	WP_174522421.1	WP_012666683.1	WP_012440063.1
5	5	0.902	WP_013204069.1	WP_067427465.1	WP_062744495.1	WP_012666684.1	WP_012440064.1
5	5	0.94	WP_013204068.1	WP_067427467.1	WP_062744543.1	WP_012666685.1	WP_012440065.1
5	5	0.933	WP_013203989.1	WP_067427697.1	WP_062744431.1	WP_012666749.1	WP_012440124.1
5	5	0.945	WP_013204064.1	WP_067435083.1	WP_048914440.1	WP_012440067.1	WP_012440067.1
5	5	0.899	WP_013204063.1	WP_067427475.1	WP_062744494.1	WP_012666688.1	WP_012440068.1
5	5	0.234	WP_013204061.1	WP_067427479.1	WP_222681897.1	WP_104945159.1	WP_012440070.1
5	5	0.953	WP_013204059.1	WP_225701091.1	WP_062744491.1	WP_012666697.1	WP_012440071.1
5	5	0.957	WP_013204057.1	WP_187485744.1	WP_137269578.1	WP_012666698.1	WP_012440072.1
5	5	0.951	WP_013204056.1	WP_067427484.1	WP_062744489.1	WP_012666699.1	WP_012440073.1
5	5	0.922	WP_013204055.1	WP_067427486.1	WP_062744488.1	WP_012666700.1	WP_012440074.1
5	5	0.956	WP_013204053.1	WP_067427488.1	WP_062744486.1	WP_012666702.1	WP_012440076.1
5	5	0.94	WP_013204052.1	WP_067427490.1	WP_222681898.1	WP_014538465.1	WP_012440077.1
5	5	0.926	WP_013204051.1	WP_067427492.1	WP_062744484.1	WP_012666704.1	WP_012440078.1
5	5	0.851	WP_013204050.1	WP_067427497.1	WP_062744483.1	WP_014538466.1	WP_012440079.1
5	5	0.939	WP_013204049.1	WP_067427500.1	WP_062744482.1	WP_012666706.1	WP_012440080.1
5	5	0.944	WP_013204048.1	WP_209500727.1	WP_062744481.1	WP_012666707.1	WP_012440081.1
5	5	0.954	WP_013204046.1	WP_067427504.1	WP_062744479.1	WP_012666709.1	WP_012440083.1
5	5	0.962	WP_013204045.1	WP_067427505.1	WP_062744478.1	WP_012666710.1	WP_012440084.1
5	5	0.775	WP_013203835.1	WP_209501257.1	WP_222681943.1	WP_012669361.1	WP_012440212.1
5	5	0.785	WP_013203849.1	WP_067427652.1	WP_187509465.1	WP_012666813.1	WP_012440196.1
4	4	0.955	WP_013203848.1	WP_209500646.1	WP_062745824.1	*	WP_012440197.1
5	5	0.951	WP_013203846.1	WP_067427658.1	WP_118665521.1	WP_012666815.1	WP_012440198.1
5	5	0.952	WP_013203845.1	WP_067427659.1	WP_062745842.1	WP_014538495.1	WP_012440199.1
5	5	0.969	WP_013203844.1	WP_225701067.1	WP_062745844.1	WP_012666817.1	WP_012440200.1
5	5	0.898	WP_013203843.1	WP_209500642.1	WP_062745846.1	WP_012666818.1	WP_012440201.1
5	5	0.916	WP_013203842.1	WP_067427666.1	WP_062746101.1	WP_012666819.1	WP_012440202.1
5	5	0.957	WP_013202227.1	WP_225702054.1	WP_062745852.1	WP_012666821.1	WP_012440204.1
5	5	0.96	WP_013203841.1	WP_187485784.1	WP_062745854.1	WP_012669368.1	WP_012440205.1
5	5	0.934	WP_013203840.1	WP_067427680.1	WP_222681941.1	WP_012669367.1	WP_012440206.1
5	5	0.92	WP_041692126.1	WP_187485913.1	WP_062745860.1	WP_012669366.1	WP_012440207.1
5	5	0.928	WP_013203838.1	WP_067427691.1	WP_062745862.1	WP_012669365.1	WP_012440208.1
5	5	0.968	WP_013203837.1	WP_067433737.1	WP_062745864.1	WP_012669364.1	WP_012440209.1
5	5	0.661	WP_013201310.1	WP_225700709.1	WP_222681942.1	WP_012669363.1	WP_012440210.1
4	4	0.806	WP_013203836.1	WP_209501256.1	WP_062745869.1	*	WP_012440211.1
4	4	0.916	WP_013203863.1	WP_209500654.1	WP_062745820.1	*	WP_012440195.1
5	5	0.771	WP_013203834.1	WP_209501259.1	WP_240043814.1	WP_012669360.1	WP_012440213.1
5	5	0.707	WP_013203832.1	WP_225701340.1	WP_062745880.1	WP_012669358.1	WP_012440215.1
5	5	0.947	WP_013203830.1	WP_225701347.1	WP_062745884.1	WP_012669357.1	WP_012440216.1
5	5	0.825	WP_013203829.1	WP_209501284.1	WP_062745886.1	WP_012669356.1	WP_012440217.1
3	3	0.991	WP_013203815.1	WP_067427011.1	*	*	WP_012440222.1
4	4	0.91	WP_013203806.1	WP_067433675.1	WP_062745956.1	*	WP_012440224.1
3	3	0.481	WP_013204294.1	WP_225701970.1	*	*	WP_012440225.1
2	2	1	*	WP_225702096.1	*	*	WP_012440230.1
5	5	0.921	WP_013203653.1	WP_067433437.1	WP_062745975.1	WP_104945006.1	WP_012440235.1
5	5	0.705	WP_013201757.1	WP_225701960.1	WP_062745988.1	WP_041474047.1	WP_012440240.1
3	3	0.814	*	WP_209502384.1	*	WP_104945186.1	WP_012440261.1
4	4	0.673	WP_013203868.1	WP_225702025.1	*	WP_012669332.1	WP_012440262.1
3	3	0.432	*	WP_071852480.1	*	WP_012669313.1	WP_012440277.1
3	3	0.567	*	WP_082691645.1	*	WP_012669310.1	WP_012440280.1
5	5	0.568	WP_013200597.1	WP_187485814.1	WP_062745429.1	WP_012666960.1	WP_012440346.1
5	5	0.945	WP_013203891.1	WP_067427602.1	WP_137270186.1	WP_012666793.1	WP_012440176.1
5	5	0.966	WP_013203987.1	WP_067427699.1	WP_222681903.1	WP_012666750.1	WP_012440125.1
5	5	0.948	WP_013203986.1	WP_067427701.1	WP_062744429.1	WP_014543122.1	WP_012440126.1
5	5	0.927	WP_013203984.1	WP_187487567.1	WP_062744427.1	WP_012666752.1	WP_012440127.1
5	5	0.97	WP_013203983.1	WP_067427709.1	WP_222681904.1	WP_104945157.1	WP_012440129.1
5	5	0.95	WP_013203982.1	WP_067427711.1	WP_062744424.1	WP_012666754.1	WP_012440130.1
5	5	0.939	WP_013203981.1	WP_225701059.1	WP_062744423.1	WP_012666755.1	WP_012440131.1
5	5	0.972	WP_013203980.1	WP_067435101.1	WP_062744534.1	WP_012666756.1	WP_012440132.1
5	5	0.965	WP_013203979.1	WP_067427715.1	WP_062744422.1	WP_012666757.1	WP_012440133.1
5	5	0.865	WP_013203977.1	WP_067427718.1	WP_062744421.1	WP_012666758.1	WP_012440135.1
5	5	0.703	WP_106381826.1	WP_067426585.1	WP_062744375.1	WP_012666781.1	WP_012440165.1
5	5	0.824	WP_013203907.1	WP_209500608.1	WP_222681934.1	WP_012666786.1	WP_012440170.1
5	5	0.928	WP_041692423.1	WP_225701078.1	WP_062744364.1	WP_012666788.1	WP_012440172.1
5	5	0.928	WP_013203894.1	WP_067427599.1	WP_062744363.1	WP_012666790.1	WP_012440173.1
5	5	0.967	WP_013203893.1	WP_187485762.1	WP_222681936.1	WP_012666791.1	WP_012440174.1
5	5	0.963	WP_013203892.1	WP_209500675.1	WP_118665934.1	WP_012666792.1	WP_012440175.1
5	5	0.94	WP_013202359.1	WP_225701647.1	WP_062743175.1	WP_012668008.1	WP_012441373.1
5	5	0.93	WP_013203890.1	WP_067427604.1	WP_062744359.1	WP_012666794.1	WP_012440177.1
5	5	0.93	WP_013203889.1	WP_067427606.1	WP_062744358.1	WP_012666795.1	WP_012440178.1
5	5	0.974	WP_013203888.1	WP_209500673.1	WP_062744357.1	WP_012666796.1	WP_012440179.1
5	5	0.958	WP_013203887.1	WP_225701077.1	WP_062744356.1	WP_012666797.1	WP_012440180.1
5	5	0.818	WP_013203886.1	WP_225701076.1	WP_222681937.1	WP_012666798.1	WP_012440181.1
5	5	0.954	WP_013203885.1	WP_067427615.1	WP_222681938.1	WP_104945153.1	WP_012440182.1
5	5	0.969	WP_013203884.1	WP_067427617.1	WP_062744353.1	WP_012666800.1	WP_012440183.1
5	5	0.92	WP_013203883.1	WP_187485767.1	WP_062744352.1	WP_012666801.1	WP_012440184.1
5	5	0.931	WP_013203882.1	WP_225701075.1	WP_222681939.1	WP_012666802.1	WP_012440185.1
5	5	0.965	WP_013203876.1	WP_225701074.1	WP_062745796.1	WP_012666804.1	WP_012440187.1
5	5	0.955	WP_013203875.1	WP_067427629.1	WP_062745799.1	WP_012666805.1	WP_012440188.1
5	5	0.945	WP_013203873.1	WP_067427634.1	WP_062745804.1	WP_012666807.1	WP_012440190.1
5	5	0.931	WP_013203871.1	WP_187485771.1	WP_118665514.1	WP_012666809.1	WP_012440192.1
5	5	0.964	WP_013203870.1	WP_209500665.1	WP_062745812.1	WP_012666810.1	WP_012440193.1
5	5	0.933	WP_013203869.1	WP_067427640.1	WP_118665516.1	WP_012666811.1	WP_012440194.1
5	5	0.934	WP_013203539.1	WP_067433195.1	WP_062744188.1	WP_012669055.1	WP_012442401.1
5	5	0.919	WP_013203548.1	WP_067433215.1	WP_222681984.1	WP_012669064.1	WP_012442409.1
5	5	0.96	WP_013203547.1	WP_187488677.1	WP_062744204.1	WP_104945021.1	WP_012442408.1
5	5	0.903	WP_013203546.1	WP_187486798.1	WP_222681985.1	WP_012669062.1	WP_012442407.1
5	5	0.729	WP_013203545.1	WP_067433208.1	WP_062744202.1	WP_012669061.1	WP_012442406.1
5	5	0.902	WP_013203544.1	WP_067433205.1	WP_062744201.1	WP_012669060.1	WP_012442405.1
5	5	0.934	WP_041692396.1	WP_225701399.1	WP_137269000.1	WP_012669059.1	WP_012442404.1
5	5	0.862	WP_013203541.1	WP_225701400.1	WP_062744198.1	WP_012669057.1	WP_012442403.1
5	5	0.955	WP_013203540.1	WP_067433197.1	WP_062744189.1	WP_012669056.1	WP_012442402.1
5	5	0.947	WP_013203549.1	WP_187486796.1	WP_062744206.1	WP_012669065.1	WP_012442410.1
5	5	0.926	WP_013203538.1	WP_067433194.1	WP_062744187.1	WP_012669054.1	WP_012442400.1
5	5	0.935	WP_013203537.1	WP_067433193.1	WP_118663349.1	WP_014543459.1	WP_012442399.1
5	5	0.967	WP_013203532.1	WP_225701402.1	WP_062744180.1	WP_041474138.1	WP_012442398.1
5	5	0.868	WP_013203508.1	WP_187488680.1	WP_062744173.1	WP_012669038.1	WP_012442377.1
5	5	0.83	WP_013203499.1	WP_067435488.1	WP_062744171.1	WP_012669037.1	WP_012442376.1
5	5	0.953	WP_013203498.1	WP_067433168.1	WP_062744170.1	WP_012669036.1	WP_012442375.1
5	5	0.812	WP_013203497.1	WP_067433165.1	WP_118663365.1	WP_012669035.1	WP_012442374.1
5	5	0.96	WP_013203496.1	WP_187486806.1	WP_062744168.1	WP_012669034.1	WP_012442373.1
5	5	0.932	WP_013203552.1	WP_225701398.1	WP_062744210.1	WP_012669067.1	WP_012442412.1
5	5	0.946	WP_013203553.1	WP_067433223.1	WP_062744211.1	WP_012669068.1	WP_012442413.1
5	5	0.961	WP_013203554.1	WP_225701397.1	WP_062744212.1	WP_012669069.1	WP_012442414.1
5	5	0.925	WP_013203555.1	WP_067433234.1	WP_062744340.1	WP_012669070.1	WP_012442415.1
5	5	0.474	WP_013202648.1	WP_067431589.1	WP_062744213.1	WP_226060759.1	WP_012442416.1
5	5	0.396	WP_013202649.1	WP_067431592.1	WP_222681982.1	WP_012669073.1	WP_012442418.1
3	3	0.58	*	WP_225701947.1	WP_137269007.1	*	WP_012442420.1
5	5	0.958	WP_013203556.1	WP_067433237.1	WP_222681981.1	WP_012669074.1	WP_012442421.1
5	5	0.298	WP_013203557.1	WP_067432667.1	WP_062744220.1	WP_012669075.1	WP_012442422.1
5	5	0.928	WP_013203559.1	WP_067433242.1	WP_062744221.1	WP_012669076.1	WP_012442423.1
5	5	0.931	WP_013203560.1	WP_067433245.1	WP_062744222.1	WP_012669077.1	WP_012442424.1
5	5	0.923	WP_013203561.1	WP_225701730.1	WP_137269011.1	WP_012669078.1	WP_012442425.1
5	5	0.956	WP_013203562.1	WP_067433248.1	WP_062744224.1	WP_012669079.1	WP_012442426.1
5	5	0.893	WP_013203564.1	WP_225701395.1	WP_062744225.1	WP_104945020.1	WP_012442428.1
5	5	0.563	WP_013203565.1	WP_067433257.1	WP_222682143.1	WP_012669082.1	WP_012442429.1
5	5	0.911	WP_013200876.1	WP_067428153.1	WP_118665857.1	WP_012669013.1	WP_012442350.1
5	5	0.949	WP_013200895.1	WP_067435137.1	WP_062749269.1	WP_012668992.1	WP_012442330.1
5	5	0.963	WP_013200894.1	WP_067428192.1	WP_062749267.1	WP_012668993.1	WP_012442331.1
5	5	0.955	WP_013200893.1	WP_187487812.1	WP_062749265.1	WP_012668994.1	WP_012442332.1
5	5	0.962	WP_013200892.1	WP_067428187.1	WP_062749263.1	WP_012668995.1	WP_012442333.1
5	5	0.975	WP_013200891.1	WP_187487810.1	WP_062749261.1	WP_012668998.1	WP_012442335.1
5	5	0.909	WP_013200890.1	WP_067428184.1	WP_062749259.1	WP_012668999.1	WP_012442336.1
5	5	0.893	WP_013200889.1	WP_225700964.1	WP_191928337.1	WP_012669000.1	WP_012442337.1
5	5	0.937	WP_013200888.1	WP_209500496.1	WP_062749255.1	WP_012669001.1	WP_012442338.1
5	5	0.935	WP_013200887.1	WP_225700965.1	WP_062749251.1	WP_012669004.1	WP_012442340.1
5	5	0.961	WP_013200886.1	WP_209500502.1	WP_137270112.1	WP_012669005.1	WP_012442341.1
5	5	0.944	WP_013200885.1	WP_225700966.1	WP_222681670.1	WP_012669006.1	WP_012442342.1
5	5	0.94	WP_013200883.1	WP_067428168.1	WP_062749247.1	WP_012669007.1	WP_012442344.1
5	5	0.947	WP_041691914.1	WP_187486266.1	WP_161975977.1	WP_012669008.1	WP_012442345.1
5	5	0.866	WP_013200882.1	WP_209500503.1	WP_062749242.1	WP_012669009.1	WP_012442346.1
5	5	0.924	WP_013200881.1	WP_225700967.1	WP_118664586.1	WP_012669010.1	WP_012442347.1
5	5	0.903	WP_013203573.1	WP_187486789.1	WP_222681980.1	WP_012669083.1	WP_012442430.1
5	5	0.94	WP_013203474.1	WP_225701408.1	WP_118663384.1	WP_012669014.1	WP_012442351.1
5	5	0.825	WP_013203475.1	WP_187486810.1	WP_222681996.1	WP_104945027.1	WP_012442352.1
5	5	0.952	WP_013203476.1	WP_187486809.1	WP_118663382.1	WP_012669016.1	WP_012442353.1
5	5	0.953	WP_013203477.1	WP_225701407.1	WP_062744148.1	WP_012669017.1	WP_012442354.1
5	5	0.95	WP_013203479.1	WP_187486808.1	WP_062744150.1	WP_104945026.1	WP_012442355.1
5	5	0.933	WP_013203482.1	WP_225701406.1	WP_062744152.1	WP_012669019.1	WP_012442356.1
5	5	0.591	WP_013202229.1	WP_225701027.1	WP_118663375.1	WP_012669021.1	WP_012442359.1
5	5	0.932	WP_013203485.1	WP_003849035.1	WP_062744160.1	WP_004155938.1	WP_012442362.1
5	5	0.92	WP_013203488.1	WP_007893313.1	WP_004155935.1	WP_004155935.1	WP_012442365.1
5	5	0.934	WP_013203489.1	WP_067433138.1	WP_222681991.1	WP_012669027.1	WP_012442366.1
5	5	0.958	WP_013203490.1	WP_067433141.1	WP_062744163.1	WP_012669028.1	WP_012442367.1
5	5	0.891	WP_013203492.1	WP_067433147.1	WP_062744165.1	WP_012669030.1	WP_012442369.1
5	5	0.934	WP_041692105.1	WP_067433150.1	WP_222681990.1	WP_012669031.1	WP_012442370.1
5	5	0.91	WP_041692106.1	WP_067433152.1	WP_062744166.1	WP_012669032.1	WP_012442371.1
5	5	0.929	WP_013203495.1	WP_067433155.1	WP_062744167.1	WP_012669033.1	WP_012442372.1
5	5	0.959	WP_013203657.1	WP_187486890.1	WP_062744294.1	WP_012669178.1	WP_012442501.1
5	5	0.943	WP_013203619.1	WP_067433378.1	WP_062744267.1	WP_012669157.1	WP_012442480.1
5	5	0.945	WP_013203626.1	WP_225701383.1	WP_062744273.1	WP_012669158.1	WP_012442481.1
5	5	0.893	WP_013203627.1	WP_187488493.1	WP_062744274.1	WP_012669159.1	WP_012442482.1
5	5	0.845	WP_013203628.1	WP_067433403.1	WP_118663273.1	WP_012669160.1	WP_012442483.1
5	5	0.946	WP_013203639.1	WP_067433412.1	WP_062744278.1	WP_012669162.1	WP_012442485.1
5	5	0.938	WP_013203641.1	WP_225701382.1	WP_222681965.1	WP_012669165.1	WP_012442488.1
5	5	0.937	WP_013203642.1	WP_067433419.1	WP_118663263.1	WP_012669166.1	WP_012442489.1
5	5	0.955	WP_013203643.1	WP_225701381.1	WP_062744282.1	WP_014543356.1	WP_012442490.1
4	4	0.875	*	WP_187493656.1	WP_062748116.1	WP_012669168.1	WP_012442491.1
5	5	0.955	WP_013203644.1	WP_067435506.1	WP_062744283.1	WP_012669169.1	WP_012442492.1
5	5	0.904	WP_013203646.1	WP_067433428.1	WP_062744288.1	WP_012669171.1	WP_012442494.1
5	5	0.956	WP_013203647.1	WP_209501459.1	WP_062744289.1	WP_012669172.1	WP_012442495.1
5	5	0.905	WP_013203648.1	WP_067433433.1	WP_118665636.1	WP_012669173.1	WP_012442496.1
4	4	0.853	WP_013203654.1	WP_225702024.1	WP_118663257.1	*	WP_012442498.1
5	5	0.931	WP_013203656.1	WP_067435509.1	WP_062744293.1	WP_012669177.1	WP_012442500.1
5	5	0.964	WP_013203618.1	WP_067433370.1	WP_222681967.1	WP_012669156.1	WP_012442479.1
5	5	0.971	WP_013203658.1	WP_187486889.1	WP_062744295.1	WP_012669181.1	WP_012442504.1
5	5	0.964	WP_013203659.1	WP_209501451.1	WP_062744296.1	WP_012669182.1	WP_012442505.1
5	5	0.94	WP_013203660.1	WP_067433441.1	WP_187509502.1	WP_012669183.1	WP_012442506.1
5	5	0.886	WP_013203661.1	WP_225701379.1	WP_062744298.1	WP_012669184.1	WP_012442507.1
5	5	0.932	WP_013203662.1	WP_067433453.1	WP_062744299.1	WP_012669185.1	WP_012442508.1
5	5	0.899	WP_013203663.1	WP_225701378.1	WP_062744300.1	WP_012669186.1	WP_012442509.1
5	5	0.964	WP_013203664.1	WP_225701377.1	WP_062744301.1	WP_012669187.1	WP_012442510.1
5	5	0.966	WP_013203666.1	WP_067433462.1	WP_062744302.1	WP_012669189.1	WP_012442511.1
5	5	0.931	WP_013203667.1	WP_187486882.1	WP_062744303.1	WP_012669190.1	WP_012442512.1
5	5	0.878	WP_013203669.1	WP_225701376.1	WP_062744304.1	WP_012669199.1	WP_012442514.1
5	5	0.872	WP_013203670.1	WP_067433473.1	WP_062744305.1	WP_012669200.1	WP_012442515.1
5	5	0.946	WP_013203671.1	WP_067433476.1	WP_062744306.1	WP_012669201.1	WP_012442516.1
5	5	0.952	WP_013203672.1	WP_067433479.1	WP_062744307.1	WP_012669202.1	WP_012442517.1
5	5	0.947	WP_013203673.1	WP_067433482.1	WP_062744308.1	WP_012669203.1	WP_012442518.1
5	5	0.94	WP_013203674.1	WP_187488501.1	WP_118663247.1	WP_012669204.1	WP_012442519.1
5	5	0.876	WP_041692108.1	WP_225701390.1	WP_222681974.1	WP_012669101.1	WP_012442448.1
5	5	0.938	WP_013203574.1	WP_067433282.1	WP_062744227.1	WP_012669084.1	WP_012442431.1
5	5	0.686	WP_013203575.1	WP_157883890.1	WP_062744228.1	WP_012669085.1	WP_012442432.1
5	5	0.859	WP_013203576.1	WP_067433284.1	WP_062744229.1	WP_104945019.1	WP_012442433.1
5	5	0.941	WP_013203577.1	WP_209501475.1	WP_222681979.1	WP_012669087.1	WP_012442434.1
